기준년월,지자체,방문자 구분,방문자수
202303,강원도,외국인방문자(c),112302.0
202303,강원도,외부방문자(b+c),7225057.0
202303,충청북도,외지인방문자(b),5313346.0
202303,충청북도,외국인방문자(c),151439.0
202303,충청북도,외부방문자(b+c),5464785.0
202303,충청남도,외지인방문자(b),8198467.0
202303,충청남도,외국인방문자(c),208118.0
202303,충청남도,외부방문자(b+c),8406585.0
202303,전라북도,외지인방문자(b),4088760.0
202303,전라북도,외국인방문자(c),120353.0
202303,전라북도,외부방문자(b+c),4209113.0
202303,전라남도,외지인방문자(b),6604606.0
202303,전라남도,외국인방문자(c),196341.0
202303,전라남도,외부방문자(b+c),6800946.0
202303,경상북도,외지인방문자(b),9080485.0
202303,경상북도,외국인방문자(c),219735.0
202303,경상북도,외부방문자(b+c),9300220.0
202303,경상남도,외지인방문자(b),8012648.0
202303,경상남도,외국인방문자(c),274919.0
202303,경상남도,외부방문자(b+c),8287567.0
202303,제주특별자치도,외지인방문자(b),3547054.0
202303,제주특별자치도,외국인방문자(c),156076.0
202303,제주특별자치도,외부방문자(b+c),3703130.0
202304,서울특별시,외지인방문자(b),2.2170944E7
202304,서울특별시,외국인방문자(c),1847165.0
202304,서울특별시,외부방문자(b+c),2.4018109E7
202304,부산광역시,외지인방문자(b),6509258.0
202304,부산광역시,외국인방문자(c),415152.0
202304,부산광역시,외부방문자(b+c),6924410.0
202304,대구광역시,외지인방문자(b),4345462.0
202304,대구광역시,외국인방문자(c),143704.0
202304,대구광역시,외부방문자(b+c),4489166.0
202304,인천광역시,외지인방문자(b),7901446.0
202304,인천광역시,외국인방문자(c),601348.0
202304,인천광역시,외부방문자(b+c),8502795.0
202304,광주광역시,외지인방문자(b),2558582.0
202304,광주광역시,외국인방문자(c),113284.0
202304,광주광역시,외부방문자(b+c),2671866.0
202304,대전광역시,외지인방문자(b),3450550.0
202304,대전광역시,외국인방문자(c),73259.0
202304,대전광역시,외부방문자(b+c),3523809.0
202304,울산광역시,외지인방문자(b),2231875.0
202304,울산광역시,외국인방문자(c),113186.0
202304,울산광역시,외부방문자(b+c),2345061.0
202304,세종특별자치시,외지인방문자(b),1598556.0
202304,세종특별자치시,외국인방문자(c),25139.0
202304,세종특별자치시,외부방문자(b+c),1623695.0
202304,경기도,외지인방문자(b),2.4855271E7
202304,경기도,외국인방문자(c),1255739.0
202304,경기도,외부방문자(b+c),2.611101E7
202304,강원도,외지인방문자(b),8880010.0
202304,강원도,외국인방문자(c),150295.0
202304,강원도,외부방문자(b+c),9030305.0
202304,충청북도,외지인방문자(b),6279900.0
202304,충청북도,외국인방문자(c),164829.0
202304,충청북도,외부방문자(b+c),6444729.0
202304,충청남도,외지인방문자(b),9869952.0
202304,충청남도,외국인방문자(c),230385.0
202304,충청남도,외부방문자(b+c),1.0100337E7
202304,전라북도,외지인방문자(b),5145869.0
202304,전라북도,외국인방문자(c),140635.0
202304,전라북도,외부방문자(b+c),5286504.0
202304,전라남도,외지인방문자(b),8235727.0
202304,전라남도,외국인방문자(c),222774.0
202304,전라남도,외부방문자(b+c),8458501.0
202304,경상북도,외지인방문자(b),1.0609097E7
202304,경상북도,외국인방문자(c),255060.0
202304,경상북도,외부방문자(b+c),1.0864156E7
202304,경상남도,외지인방문자(b),8733562.0
202304,경상남도,외국인방문자(c),300938.0
202304,경상남도,외부방문자(b+c),9034500.0
202304,제주특별자치도,외지인방문자(b),3986932.0
202304,제주특별자치도,외국인방문자(c),213650.0
202304,제주특별자치도,외부방문자(b+c),4200582.0
202305,서울특별시,외지인방문자(b),2.3258258E7
202305,서울특별시,외국인방문자(c),1766470.0
202305,서울특별시,외부방문자(b+c),2.5024727E7
202305,부산광역시,외지인방문자(b),7274011.0
202305,부산광역시,외국인방문자(c),386754.0
202305,부산광역시,외부방문자(b+c),7660765.0
202305,대구광역시,외지인방문자(b),4722617.0
202305,대구광역시,외국인방문자(c),139421.0
202305,대구광역시,외부방문자(b+c),4862038.0
202305,인천광역시,외지인방문자(b),8529835.0
202305,인천광역시,외국인방문자(c),566241.0
202305,인천광역시,외부방문자(b+c),9096075.0
202305,광주광역시,외지인방문자(b),2845131.0
202305,광주광역시,외국인방문자(c),106128.0
202305,광주광역시,외부방문자(b+c),2951259.0
202305,대전광역시,외지인방문자(b),3604092.0
202305,대전광역시,외국인방문자(c),72976.0
202305,대전광역시,외부방문자(b+c),3677068.0
202305,울산광역시,외지인방문자(b),2586085.0
202305,울산광역시,외국인방문자(c),113828.0
202305,울산광역시,외부방문자(b+c),2699913.0
202305,세종특별자치시,외지인방문자(b),1652851.0
202305,세종특별자치시,외국인방문자(c),25281.0
202305,세종특별자치시,외부방문자(b+c),1678132.0
202305,경기도,외지인방문자(b),2.6696104E7
202305,경기도,외국인방문자(c),1298233.0
202305,경기도,외부방문자(b+c),2.7994337E7
202305,강원도,외지인방문자(b),1.1089323E7
202305,강원도,외국인방문자(c),140989.0
202305,강원도,외부방문자(b+c),1.1230313E7
202305,충청북도,외지인방문자(b),6794423.0
202305,충청북도,외국인방문자(c),160497.0
202305,충청북도,외부방문자(b+c),6954920.0
202305,충청남도,외지인방문자(b),1.0355992E7
202305,충청남도,외국인방문자(c),223395.0
