,fid,id,left,top,right,bottom,관광여가오락수,교육수,부동산수,생활서비스수,소매수,숙박수,스포츠수,음식수,총건물수,승차총승객수,하차총승객수,대지면적,단독건물수,건물면적,공동건축물수,60대총인구수,50대총인구수,40대총인구수,30대총인구수,20대총인구수,총인구대비남성비율,총인구대비여성비율,생산가능인구남성비율,생산가능인구여성비율,인구당전기차수,병원수,어린이집수,학교수,주차장주차면수,전기차충전기수,급속충전기수,완속충전기수,전기차충전기유무,급속충전기유무,완속충전기유무,RandomForestClassifier의 P(y=1)_x,XGBClassifier의 P(y=1),LGBMClassifier의 P(y=1),CatBoostClassifier의 P(y=1),RandomForestClassifier의 P(y=1)_y,평균 P(y=1)의 확률,rf_prediction,actual,confusion,label
143,745,2065,208353.585523172,449318.165377999,208453.585523172,449218.165377999,0,2,3,5,1,0,0,5,12,0.0,0.0,0.0,0,232.8,11,49,100,71,29,76,0.491111111111111,0.508888888888889,0.494285714285714,0.505714285714286,7.85128725,0,0,0,0.0,0,0,0,0,0,0,0.1280505952380952,0.006047522,1.2478654641851764e-05,2.703966650334119e-06,0.09,0.044822660008579,1,0,FP,3사분면
145,771,2111,208453.585523172,450518.165377999,208553.585523172,450418.165377999,0,0,0,1,1,0,0,0,29,0.0,0.0,245.22,8,131.9,21,70,104,108,73,75,0.518453427065026,0.481546572934974,0.510739856801909,0.489260143198091,9.927516545,0,0,0,0.0,0,0,0,0,0,0,0.3001531862745098,0.023311533,0.0004991143995945,0.0001601740281213,0.37,0.1388248015472147,1,0,FP,1사분면
146,773,1990,208253.585523172,451018.165377999,208353.585523172,450918.165377999,0,0,1,0,1,0,0,0,44,0.0,0.0,196.52,28,103.5,16,108,93,70,83,79,0.490299823633157,0.509700176366843,0.484261501210654,0.515738498789346,9.892621935,0,0,0,0.0,0,0,0,0,0,0,0.1289149667219829,0.014927124,0.0001947164422487,0.0002617987747747,0.13,0.0548597211224533,1,0,FP,2사분면
147,786,1998,208253.585523172,450218.165377999,208353.585523172,450118.165377999,0,0,0,2,4,0,1,0,45,0.0,0.0,203.84,28,103.83,17,97,120,81,65,88,0.457242582897033,0.542757417102967,0.473317865429234,0.526682134570766,9.997305765,0,0,0,0.0,0,0,0,0,0,0,0.144672002116855,0.036129124,0.0057267398424359,4.075565445396461e-07,0.14,0.065305654795688,1,0,FP,2사분면
148,787,1999,208253.585523172,450118.165377999,208353.585523172,450018.165377999,0,0,0,1,0,0,0,0,22,0.0,0.0,405.92,5,199.27,17,79,97,72,52,60,0.483471074380165,0.516528925619835,0.496969696969697,0.503030303030303,8.44449562,0,0,0,0.0,0,0,0,0,0,0,0.2544073879551821,0.03882151,0.0017479962472931,8.077696087568397e-05,0.27,0.1130115344267886,1,0,FP,4사분면
149,790,1994,208253.585523172,450618.165377999,208353.585523172,450518.165377999,1,1,1,3,7,0,1,11,30,195.0,47.0322580645161,309.1,17,130.34,8,56,57,41,66,38,0.463687150837989,0.536312849162011,0.48780487804878,0.51219512195122,6.24613519,0,1,0,0.0,0,0,0,0,0,0,0.1579620646901196,0.1325905,0.459363272973699,1.2150484022827015e-06,0.21,0.191983411042551,1,0,FP,3사분면
150,791,1995,208253.585523172,450518.165377999,208353.585523172,450418.165377999,1,4,2,2,3,0,0,5,34,48.9677419354839,234.774193548387,215.87,13,123.18,18,92,71,68,76,42,0.475663716814159,0.524336283185841,0.485342019543974,0.514657980456026,7.88618186,0,1,0,52.0,0,0,0,0,0,0,0.2352700461341305,0.022442104,0.0007533613148137,5.896207911141283e-05,0.18,0.0877048947645903,1,0,FP,3사분면
151,794,2006,208253.585523172,449418.165377999,208353.585523172,449318.165377999,0,1,0,1,1,0,0,0,5,151.817204301075,99.8924731182796,0.0,0,374.43,5,48,175,192,46,106,0.487394957983193,0.512605042016807,0.491603053435115,0.508396946564885,14.533605065,0,0,0,117.0,0,0,0,0,0,0,0.2321078431372549,0.07819314,0.0001293249692955,5.120543472888519e-08,0.21,0.1040860724644249,1,0,FP,2사분면
154,804,2012,208253.585523172,448818.165377999,208353.585523172,448718.165377999,2,6,1,1,2,0,2,14,7,0.0,0.0,2233.81,0,583.82,2,70,117,73,59,88,0.469158878504673,0.530841121495327,0.480295566502463,0.519704433497537,9.334308175,1,0,0,161.0,0,0,0,0,0,0,0.4283876050420168,0.48645848,0.9869046309975532,0.0175525472085193,0.4,0.4638606527212426,1,0,FP,4사분면
155,805,2013,208253.585523172,448718.165377999,208353.585523172,448618.165377999,1,1,1,0,1,0,0,1,4,0.0,0.0,236.55,0,269.29,3,65,81,48,44,75,0.475124378109453,0.524875621890547,0.463333333333333,0.536666666666667,7.01381661,0,0,0,115.0,0,0,0,0,0,0,0.2840350252307591,0.09745832,0.0005536340300252,0.0006027828981202,0.29,0.1345299520069533,1,0,FP,4사분면
157,807,2011,208253.585523172,448918.165377999,208353.585523172,448818.165377999,1,5,2,2,3,0,1,6,11,133.612903225806,65.7849462365591,3294.77,0,719.38,4,95,109,88,69,77,0.444078947368421,0.555921052631579,0.421171171171171,0.578828828828829,10.60796144,3,0,0,102.0,0,0,0,0,0,0,0.4173669467787115,0.47619438,0.1372845507268176,0.0099957610163941,0.4,0.2881683280471581,1,0,FP,1사분면
158,809,2009,208253.585523172,449118.165377999,208353.585523172,449018.165377999,3,3,1,5,1,0,2,10,32,0.0,0.0,204.68,17,111.09,5,48,38,42,56,44,0.5,0.5,0.517857142857143,0.482142857142857,5.2341915,0,0,0,0.0,0,0,0,0,0,0,0.1329972886590533,0.029874273,0.2182027304838401,2.614622106180027e-05,0.16,0.108220087601695,1,0,FP,3사분면
160,841,1935,208153.585523172,450718.165377999,208253.585523172,450618.165377999,0,1,3,5,5,0,0,11,32,77.6451612903226,262.41935483871,229.43,18,121.01,12,69,77,61,70,60,0.513953488372093,0.486046511627907,0.529780564263323,0.470219435736677,7.50234115,0,1,0,70.0,0,0,0,0,0,0,0.1679635189637352,0.025366914,0.001079940829161,4.427069630678023e-06,0.14,0.0668829600779554,1,0,FP,3사분면
161,843,1933,208153.585523172,450918.165377999,208253.585523172,450818.165377999,0,0,0,2,1,0,0,0,56,0.0,0.0,152.26,44,81.4,10,114,106,65,90,76,0.503300330033003,0.496699669966997,0.530516431924883,0.469483568075117,10.57306683,0,0,0,17.0,0,0,0,0,0,0,0.1716692927170868,0.028973306,9.860122574676704e-05,4.875122851215533e-06,0.17,0.0741492149327172,1,0,FP,2사분면
164,853,1939,208153.585523172,450318.165377999,208253.585523172,450218.165377999,2,7,3,9,3,0,0,14,38,45.3225806451613,137.387096774194,197.11,25,108.14,8,73,59,67,79,49,0.482598607888631,0.517401392111369,0.480769230769231,0.519230769230769,7.519788455,0,2,0,115.0,0,0,0,0,0,0,0.1784576330532213,0.033276755,0.0076678675585513,6.39231481228241e-07,0.16,0.0758805790412005,1,0,FP,3사분면
165,854,1936,208153.585523172,450618.165377999,208253.585523172,450518.165377999,0,1,0,5,4,0,0,5,35,340.58064516129,88.9354838709677,234.07,17,118.49,13,67,84,71,44,55,0.480459770114943,0.519540229885058,0.511627906976744,0.488372093023256,7.589577675,0,0,0,50.0,0,0,0,0,0,0,0.1474057379555383,0.049292445,0.0123996260555125,2.151108492671157e-05,0.18,0.0778238640557555,1,0,FP,3사분면
166,856,1950,208153.585523172,449218.165377999,208253.585523172,449118.165377999,0,1,0,2,3,0,0,1,36,0.0,0.0,246.42,20,126.43,15,77,97,111,82,109,0.463108320251177,0.536891679748823,0.48744769874477,0.51255230125523,11.113933285,0,0,0,145.0,0,0,0,0,0,0,0.2245893178458968,0.078941934,0.004333360507478,0.0018314897474851,0.24,0.1099392203823141,1,0,FP,1사분면
167,859,1949,208153.585523172,449318.165377999,208253.585523172,449218.165377999,0,5,1,1,5,1,3,1,15,0.0,0.0,551.28,4,218.96,8,47,88,76,40,58,0.48744769874477,0.51255230125523,0.508720930232558,0.491279069767442,8.33981179,0,0,0,0.0,0,0,0,0,0,0,0.1862338733447342,0.023772545,0.0009658764499206,2.3645591376876257e-06,0.21,0.0841949319025311,1,0,FP,3사분면
168,864,1958,208153.585523172,448418.165377999,208253.585523172,448318.165377999,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0,2241.93,1,87,80,48,59,56,0.462414578587699,0.537585421412301,0.428571428571428,0.571428571428571,7.659366895,0,0,0,0.0,0,0,0,0,0,0,0.2764728917882943,0.13353434,0.0003250256880038,4.292039234170883e-05,0.23,0.1280750359838384,1,0,FP,4사분면
172,898,1878,208053.585523172,450618.165377999,208153.585523172,450518.165377999,0,0,0,1,1,0,0,1,31,0.0,0.0,281.65,11,150.3,18,110,111,86,75,89,0.483922829581994,0.516077170418006,0.497767857142857,0.502232142857143,10.85222371,0,0,0,94.0,0,0,0,0,0,0,0.2304269719251337,0.30214453,0.0079537063357535,0.1843904227689123,0.22,0.1889831256930204,1,0,FP,2사분면
173,901,1877,208053.585523172,450718.165377999,208153.585523172,450618.165377999,0,1,2,6,9,0,0,3,34,0.0,0.0,232.41,16,119.39,13,102,94,78,62,74,0.459047619047619,0.540952380952381,0.464646464646465,0.535353535353535,9.159835125,0,0,0,123.0,0,0,0,0,0,0,0.204954481792717,0.050840437,4.081992202488154e-05,4.777765137491961e-05,0.17,0.0851767033556757,1,0,FP,3사분면
175,912,1880,208053.585523172,450418.165377999,208153.585523172,450318.165377999,0,1,0,6,6,0,0,1,34,0.0,0.0,274.42,12,131.37,20,79,100,92,99,71,0.439222042139384,0.560777957860616,0.442176870748299,0.557823129251701,10.764987185,0,1,0,80.0,0,0,0,0,0,0,0.2226895476327785,0.02824832,6.111893704075581e-05,9.701405381708577e-07,0.25,0.1001999912225389,1,0,FP,1사분면
176,917,1893,208053.585523172,449118.165377999,208153.585523172,449018.165377999,0,0,1,3,3,0,0,0,35,0.0,0.0,266.19,14,139.3,19,78,92,84,92,74,0.434234234234234,0.565765765765766,0.456140350877193,0.543859649122807,9.683254275,0,0,0,136.0,0,0,0,0,0,0,0.1340699440896069,0.015398409,6.414522262818783e-06,4.321456474337736e-07,0.17,0.0638950399950226,1,0,FP,3사분면
177,919,1891,208053.585523172,449318.165377999,208153.585523172,449218.165377999,0,1,0,1,1,0,0,1,27,0.0,0.0,487.87,7,159.78,16,85,111,106,107,80,0.453576864535769,0.546423135464231,0.466804979253112,0.533195020746888,11.462879385,0,1,0,4.0,0,0,0,0,0,0,0.2986427976362958,0.10057379,0.0006281189302365,0.0005412215383396,0.32,0.1440771862316998,1,0,FP,1사분면
180,925,1901,208053.585523172,448318.165377999,208153.585523172,448218.165377999,4,3,1,7,10,0,1,8,5,0.0,0.0,1526.83,0,794.92,2,104,80,59,92,64,0.466531440162272,0.533468559837728,0.443835616438356,0.556164383561644,8.601521365,0,0,0,22.0,0,0,0,0,0,0,0.3562499999999999,0.17627306,0.3551325142297555,0.0011414713811988,0.48,0.2737594096872314,1,0,FP,4사분면
183,955,1822,207953.585523172,450418.165377999,208053.585523172,450318.165377999,9,1,4,6,3,0,1,27,28,0.0,0.0,279.41,3,147.94,16,69,65,79,95,56,0.498964803312629,0.501035196687371,0.507042253521127,0.492957746478873,8.427048315,1,1,0,88.0,0,0,0,0,0,0,0.2614101890756302,0.107759565,0.0040917977145104,2.889209664189533e-06,0.26,0.1266528882229559,1,0,FP,4사분면
184,956,1823,207953.585523172,450318.165377999,208053.585523172,450218.165377999,3,2,1,4,16,0,0,17,24,0.0,0.0,291.23,9,172.73,9,68,76,69,52,51,0.471428571428571,0.528571428571429,0.482638888888889,0.517361111111111,7.3278681,3,0,0,143.0,0,0,0,0,0,0,0.1972864145658263,0.0672018,0.0149258381287486,1.2672267972600944e-05,0.18,0.091885345121389,1,0,FP,3사분면
185,960,1819,207953.585523172,450718.165377999,208053.585523172,450618.165377999,1,0,2,4,9,0,0,1,51,0.0,0.0,179.84,34,89.47,14,96,79,83,82,66,0.458041958041958,0.541958041958042,0.456919060052219,0.543080939947781,9.97985846,0,0,0,146.0,0,0,0,0,0,0,0.1922487745098039,0.036167283,0.0694758434183279,8.311805747461761e-07,0.19,0.0975785463439676,1,0,FP,2사분면
186,962,1817,207953.585523172,450918.165377999,208053.585523172,450818.165377999,0,2,4,9,9,0,0,5,34,188.0,123.193548387097,213.39,16,99.66,4,61,66,34,38,48,0.449511400651466,0.550488599348534,0.447488584474886,0.552511415525114,5.356322635,2,0,0,1184.0,0,0,0,0,0,0,0.1741961367880485,0.020629054,0.00208634451501,1.8281988215347234e-10,0.11,0.0613823070842574,1,0,FP,3사분면
